"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"q_noisy_var"	"prop_noise_x"
1	0.959407141337834	6	6	"CO2"	4	0.5
2	0.957886295386295	6	6	"CO2"	4	0.5
3	0.960342018682493	6	6	"CO2"	4	0.5
4	0.963396624472574	6	6	"CO2"	4	0.5
5	0.956001317387456	6	6	"CO2"	4	0.5
6	0.95874818017463	6	6	"CO2"	4	0.5
7	0.962755867071172	6	6	"CO2"	4	0.5
8	0.944573722355178	6	6	"CO2"	4	0.5
9	0.955969063481124	6	6	"CO2"	4	0.5
10	0.947825935898549	6	6	"CO2"	4	0.5
11	0.955610383374378	6	6	"CO2"	4	0.5
12	0.96109527389679	6	6	"CO2"	4	0.5
13	0.964141792468207	6	6	"CO2"	4	0.5
14	0.94304027736164	6	6	"CO2"	4	0.5
15	0.953653079268843	6	6	"CO2"	4	0.5
16	0.94851206533583	6	6	"CO2"	4	0.5
17	0.964317222861527	6	6	"CO2"	4	0.5
18	0.955220000293971	6	6	"CO2"	4	0.5
19	0.958410112147415	6	6	"CO2"	4	0.5
20	0.94411636503121	6	6	"CO2"	4	0.5
21	0.938906331763475	6	6	"CO2"	4	0.5
22	0.958509418963637	6	6	"CO2"	4	0.5
23	0.956846045543368	6	6	"CO2"	4	0.5
24	0.946219872388234	6	6	"CO2"	4	0.5
25	0.943192141050449	6	6	"CO2"	4	0.5
26	0.941140889313528	6	6	"CO2"	4	0.5
27	0.962758038118368	6	6	"CO2"	4	0.5
28	0.946551243156537	6	6	"CO2"	4	0.5
29	0.947182506006667	6	6	"CO2"	4	0.5
30	0.971324977312032	6	6	"CO2"	4	0.5
1	0.958408238097276	7	7	"CO2"	4	0.5
2	0.945807754643175	7	7	"CO2"	4	0.5
3	0.961640474709635	7	7	"CO2"	4	0.5
4	0.926833159149153	7	7	"CO2"	4	0.5
5	0.951819026579704	7	7	"CO2"	4	0.5
6	0.939029193656386	7	7	"CO2"	4	0.5
7	0.948341538392996	7	7	"CO2"	4	0.5
8	0.952293150435126	7	7	"CO2"	4	0.5
9	0.970511952493291	7	7	"CO2"	4	0.5
10	0.95482373081383	7	7	"CO2"	4	0.5
11	0.95044593257486	7	7	"CO2"	4	0.5
12	0.959221364826359	7	7	"CO2"	4	0.5
13	0.956516130212813	7	7	"CO2"	4	0.5
14	0.942457998941706	7	7	"CO2"	4	0.5
15	0.95968459043833	7	7	"CO2"	4	0.5
16	0.961049929297097	7	7	"CO2"	4	0.5
17	0.948163050426804	7	7	"CO2"	4	0.5
18	0.946264340163456	7	7	"CO2"	4	0.5
19	0.955456641475599	7	7	"CO2"	4	0.5
20	0.939214919412939	7	7	"CO2"	4	0.5
21	0.951158903802143	7	7	"CO2"	4	0.5
22	0.963608466715486	7	7	"CO2"	4	0.5
23	0.941460055096419	7	7	"CO2"	4	0.5
24	0.946150224918925	7	7	"CO2"	4	0.5
25	0.963091048438649	7	7	"CO2"	4	0.5
26	0.938813153031163	7	7	"CO2"	4	0.5
27	0.947966429067314	7	7	"CO2"	4	0.5
28	0.959938618257803	7	7	"CO2"	4	0.5
29	0.958042673512287	7	7	"CO2"	4	0.5
30	0.950903224858159	7	7	"CO2"	4	0.5
1	0.955112931290873	8	8	"CO2"	4	0.5
2	0.938600503904365	8	8	"CO2"	4	0.5
3	0.953394211807345	8	8	"CO2"	4	0.5
4	0.9556867930597	8	8	"CO2"	4	0.5
5	0.951289269023259	8	8	"CO2"	4	0.5
6	0.947913249498815	8	8	"CO2"	4	0.5
7	0.946422530292724	8	8	"CO2"	4	0.5
8	0.95964522170063	8	8	"CO2"	4	0.5
9	0.958978732793591	8	8	"CO2"	4	0.5
10	0.949218037730556	8	8	"CO2"	4	0.5
11	0.951628040640085	8	8	"CO2"	4	0.5
12	0.95493698177529	8	8	"CO2"	4	0.5
13	0.951999472864668	8	8	"CO2"	4	0.5
14	0.938366771276993	8	8	"CO2"	4	0.5
15	0.932541632541633	8	8	"CO2"	4	0.5
16	0.948185126893567	8	8	"CO2"	4	0.5
17	0.952182952182952	8	8	"CO2"	4	0.5
18	0.950312690002606	8	8	"CO2"	4	0.5
19	0.958521049753964	8	8	"CO2"	4	0.5
20	0.954188444819879	8	8	"CO2"	4	0.5
21	0.962239853778092	8	8	"CO2"	4	0.5
22	0.965536853673817	8	8	"CO2"	4	0.5
23	0.944169728298018	8	8	"CO2"	4	0.5
24	0.943106054025884	8	8	"CO2"	4	0.5
25	0.954790844349769	8	8	"CO2"	4	0.5
26	0.952899985698098	8	8	"CO2"	4	0.5
27	0.960153839817893	8	8	"CO2"	4	0.5
28	0.961889708465051	8	8	"CO2"	4	0.5
29	0.959130534035298	8	8	"CO2"	4	0.5
30	0.94753813009174	8	8	"CO2"	4	0.5
1	0.949330768097798	9	9	"CO2"	4	0.5
2	0.957405309837321	9	9	"CO2"	4	0.5
3	0.938940136938872	9	9	"CO2"	4	0.5
4	0.953543830872972	9	9	"CO2"	4	0.5
5	0.937834497194103	9	9	"CO2"	4	0.5
6	0.960267295370062	9	9	"CO2"	4	0.5
7	0.957997883256198	9	9	"CO2"	4	0.5
8	0.960708861211872	9	9	"CO2"	4	0.5
9	0.950952750795289	9	9	"CO2"	4	0.5
10	0.936940041350793	9	9	"CO2"	4	0.5
11	0.952649606246304	9	9	"CO2"	4	0.5
12	0.949762172264981	9	9	"CO2"	4	0.5
13	0.946848301516576	9	9	"CO2"	4	0.5
14	0.954968861019561	9	9	"CO2"	4	0.5
15	0.945315307532827	9	9	"CO2"	4	0.5
16	0.959803248684512	9	9	"CO2"	4	0.5
17	0.950898440536167	9	9	"CO2"	4	0.5
18	0.957141085460807	9	9	"CO2"	4	0.5
19	0.955847520096702	9	9	"CO2"	4	0.5
20	0.949367671328064	9	9	"CO2"	4	0.5
21	0.954768928220256	9	9	"CO2"	4	0.5
22	0.961497437679145	9	9	"CO2"	4	0.5
23	0.936021052403199	8	9	"CO2"	4	0.5
24	0.946774303280303	9	9	"CO2"	4	0.5
25	0.955306184443293	8	9	"CO2"	4	0.5
26	0.962232873697339	8	9	"CO2"	4	0.5
27	0.952706832679884	9	9	"CO2"	4	0.5
28	0.956789748879922	9	9	"CO2"	4	0.5
29	0.942884322678843	9	9	"CO2"	4	0.5
30	0.951371920444974	9	9	"CO2"	4	0.5
1	0.960130155944585	10	10	"CO2"	4	0.5
2	0.955847826086957	9	10	"CO2"	4	0.5
3	0.946063624388748	10	10	"CO2"	4	0.5
4	0.960453047198261	9	10	"CO2"	4	0.5
5	0.962744696564011	10	10	"CO2"	4	0.5
6	0.95590535643813	9	10	"CO2"	4	0.5
7	0.951439343428442	10	10	"CO2"	4	0.5
8	0.95879673871053	9	10	"CO2"	4	0.5
9	0.952458383173844	10	10	"CO2"	4	0.5
10	0.963030327281458	10	10	"CO2"	4	0.5
11	0.937054704406404	10	10	"CO2"	4	0.5
12	0.936972991482258	10	10	"CO2"	4	0.5
13	0.941924377664369	8	10	"CO2"	4	0.5
14	0.949362132120753	10	10	"CO2"	4	0.5
15	0.949074871420804	9	10	"CO2"	4	0.5
16	0.947103354050181	10	10	"CO2"	4	0.5
17	0.95738508614148	10	10	"CO2"	4	0.5
18	0.950880775562983	9	10	"CO2"	4	0.5
19	0.952152064671182	9	10	"CO2"	4	0.5
20	0.954619821418668	10	10	"CO2"	4	0.5
21	0.950038965939185	9	10	"CO2"	4	0.5
22	0.944598472179994	9	10	"CO2"	4	0.5
23	0.951429484837413	10	10	"CO2"	4	0.5
24	0.952570621468927	10	10	"CO2"	4	0.5
25	0.954440865163369	10	10	"CO2"	4	0.5
26	0.939558713290414	10	10	"CO2"	4	0.5
27	0.946855069982451	10	10	"CO2"	4	0.5
28	0.947978920525085	9	10	"CO2"	4	0.5
29	0.950691263964388	10	10	"CO2"	4	0.5
30	0.958561643835616	10	10	"CO2"	4	0.5
1	0.953777267423003	9	11	"CO2"	4	0.5
2	0.933678694324192	10	11	"CO2"	4	0.5
3	0.94547216446454	9	11	"CO2"	4	0.5
4	0.957304676970078	11	11	"CO2"	4	0.5
5	0.960154673219616	10	11	"CO2"	4	0.5
6	0.944815427116312	10	11	"CO2"	4	0.5
7	0.954318004051263	10	11	"CO2"	4	0.5
8	0.952866200485928	11	11	"CO2"	4	0.5
9	0.956039453827064	11	11	"CO2"	4	0.5
10	0.944875018539405	11	11	"CO2"	4	0.5
11	0.958001914254596	11	11	"CO2"	4	0.5
12	0.956502687974078	9	11	"CO2"	4	0.5
13	0.937313354932277	11	11	"CO2"	4	0.5
14	0.946346356222047	9	11	"CO2"	4	0.5
15	0.953059879111659	10	11	"CO2"	4	0.5
16	0.946278988968992	11	11	"CO2"	4	0.5
17	0.949668715988867	10	11	"CO2"	4	0.5
18	0.945799530964996	10	11	"CO2"	4	0.5
19	0.946806149449802	9	11	"CO2"	4	0.5
20	0.95420018115942	9	11	"CO2"	4	0.5
21	0.951160818582083	10	11	"CO2"	4	0.5
22	0.961779879470063	9	11	"CO2"	4	0.5
23	0.944756330625896	10	11	"CO2"	4	0.5
24	0.941091671222891	9	11	"CO2"	4	0.5
25	0.955839714321246	10	11	"CO2"	4	0.5
26	0.948831742507591	11	11	"CO2"	4	0.5
27	0.94882793323515	9	11	"CO2"	4	0.5
28	0.959348092586058	10	11	"CO2"	4	0.5
29	0.949646512998012	10	11	"CO2"	4	0.5
30	0.943745893098954	8	11	"CO2"	4	0.5
1	0.965091478858724	11	12	"CO2"	4	0.5
2	0.936843514770693	9	12	"CO2"	4	0.5
3	0.951987135308982	8	12	"CO2"	4	0.5
4	0.934272329333071	10	12	"CO2"	4	0.5
5	0.963347326535008	12	12	"CO2"	4	0.5
6	0.959871227392302	9	12	"CO2"	4	0.5
7	0.95083752564571	10	12	"CO2"	4	0.5
8	0.958083517960457	9	12	"CO2"	4	0.5
9	0.94868223209016	9	12	"CO2"	4	0.5
10	0.947764304660856	11	12	"CO2"	4	0.5
11	0.945473883533346	9	12	"CO2"	4	0.5
12	0.959700723529563	9	12	"CO2"	4	0.5
13	0.950790982300473	9	12	"CO2"	4	0.5
14	0.946695195734867	11	12	"CO2"	4	0.5
15	0.957610982537345	11	12	"CO2"	4	0.5
16	0.956722241617034	9	12	"CO2"	4	0.5
17	0.955036467466083	9	12	"CO2"	4	0.5
18	0.949626363798338	10	12	"CO2"	4	0.5
19	0.936803705242114	9	12	"CO2"	4	0.5
20	0.958967153530322	11	12	"CO2"	4	0.5
21	0.969784099531314	9	12	"CO2"	4	0.5
22	0.944464359599937	10	12	"CO2"	4	0.5
23	0.947306255919089	11	12	"CO2"	4	0.5
24	0.954050514835145	10	12	"CO2"	4	0.5
25	0.939148097778708	10	12	"CO2"	4	0.5
26	0.942595302175894	10	12	"CO2"	4	0.5
27	0.964232923468893	9	12	"CO2"	4	0.5
28	0.948784018011901	10	12	"CO2"	4	0.5
29	0.960477598919045	11	12	"CO2"	4	0.5
30	0.963270491199646	9	12	"CO2"	4	0.5
1	0.940481847139363	10	13	"CO2"	4	0.5
2	0.95434687078445	12	13	"CO2"	4	0.5
3	0.94793657429527	11	13	"CO2"	4	0.5
4	0.946509152359763	9	13	"CO2"	4	0.5
5	0.951214689265537	9	13	"CO2"	4	0.5
6	0.963778494178638	9	13	"CO2"	4	0.5
7	0.950101322272601	9	13	"CO2"	4	0.5
8	0.955180354113992	8	13	"CO2"	4	0.5
9	0.954529970431536	10	13	"CO2"	4	0.5
10	0.950143357757248	11	13	"CO2"	4	0.5
11	0.932066940300998	11	13	"CO2"	4	0.5
12	0.960161539556351	10	13	"CO2"	4	0.5
13	0.956897100987576	11	13	"CO2"	4	0.5
14	0.95471108935962	9	13	"CO2"	4	0.5
15	0.942958191234053	10	13	"CO2"	4	0.5
16	0.950798828857123	10	13	"CO2"	4	0.5
17	0.943508297968017	10	13	"CO2"	4	0.5
18	0.966802786624776	10	13	"CO2"	4	0.5
19	0.9582313314154	10	13	"CO2"	4	0.5
20	0.960297127442614	12	13	"CO2"	4	0.5
21	0.951501097432961	10	13	"CO2"	4	0.5
22	0.947170585019136	10	13	"CO2"	4	0.5
23	0.962231724550815	8	13	"CO2"	4	0.5
24	0.957567958128734	11	13	"CO2"	4	0.5
25	0.957116185711176	11	13	"CO2"	4	0.5
26	0.956233421750663	12	13	"CO2"	4	0.5
27	0.932774201213309	10	13	"CO2"	4	0.5
28	0.929042310919334	8	13	"CO2"	4	0.5
29	0.955814883269758	11	13	"CO2"	4	0.5
30	0.959291827098733	11	13	"CO2"	4	0.5
1	0.943651015314764	8	14	"CO2"	4	0.5
2	0.94610992977503	10	14	"CO2"	4	0.5
3	0.950677901784923	11	14	"CO2"	4	0.5
4	0.951815376888028	10	14	"CO2"	4	0.5
5	0.952609660026589	12	14	"CO2"	4	0.5
6	0.94898497888278	11	14	"CO2"	4	0.5
7	0.949651207739748	10	14	"CO2"	4	0.5
8	0.947697748576809	11	14	"CO2"	4	0.5
9	0.953257416624414	11	14	"CO2"	4	0.5
10	0.952204640060966	9	14	"CO2"	4	0.5
11	0.952110933010968	10	14	"CO2"	4	0.5
12	0.958339932773701	9	14	"CO2"	4	0.5
13	0.952011930684917	10	14	"CO2"	4	0.5
14	0.950990795980501	9	14	"CO2"	4	0.5
15	0.94799617459716	10	14	"CO2"	4	0.5
16	0.945044085780468	11	14	"CO2"	4	0.5
17	0.956433310774762	9	14	"CO2"	4	0.5
18	0.956894963144963	9	14	"CO2"	4	0.5
19	0.937133724948169	10	14	"CO2"	4	0.5
20	0.952155238780691	10	14	"CO2"	4	0.5
21	0.957651410078595	9	14	"CO2"	4	0.5
22	0.947853058059513	9	14	"CO2"	4	0.5
23	0.950895399331333	8	14	"CO2"	4	0.5
24	0.96262161313945	11	14	"CO2"	4	0.5
25	0.944319670100173	10	14	"CO2"	4	0.5
26	0.955676365278201	9	14	"CO2"	4	0.5
27	0.95388203089584	9	14	"CO2"	4	0.5
28	0.940807799442897	11	14	"CO2"	4	0.5
29	0.951483069083648	10	14	"CO2"	4	0.5
30	0.957997292876882	10	14	"CO2"	4	0.5
1	0.94740276551301	10	15	"CO2"	4	0.5
2	0.953948979556641	9	15	"CO2"	4	0.5
3	0.950644284802701	10	15	"CO2"	4	0.5
4	0.955843114801031	10	15	"CO2"	4	0.5
5	0.955458269810441	10	15	"CO2"	4	0.5
6	0.946382703997563	10	15	"CO2"	4	0.5
7	0.931126699994624	10	15	"CO2"	4	0.5
8	0.930544509287473	11	15	"CO2"	4	0.5
9	0.969242025168276	9	15	"CO2"	4	0.5
10	0.948723278635835	14	15	"CO2"	4	0.5
11	0.964110073980908	8	15	"CO2"	4	0.5
12	0.954578884107631	12	15	"CO2"	4	0.5
13	0.956767199667413	11	15	"CO2"	4	0.5
14	0.947255588301008	9	15	"CO2"	4	0.5
15	0.955938560274701	11	15	"CO2"	4	0.5
16	0.963357203607841	11	15	"CO2"	4	0.5
17	0.940666583758239	11	15	"CO2"	4	0.5
18	0.952283019974269	8	15	"CO2"	4	0.5
19	0.950065785351795	9	15	"CO2"	4	0.5
20	0.960078594544614	10	15	"CO2"	4	0.5
21	0.956287780545206	11	15	"CO2"	4	0.5
22	0.953330944618074	9	15	"CO2"	4	0.5
23	0.957421370655374	9	15	"CO2"	4	0.5
24	0.945111385079023	9	15	"CO2"	4	0.5
25	0.961798550399761	9	15	"CO2"	4	0.5
26	0.945799724572103	11	15	"CO2"	4	0.5
27	0.933326809624058	9	15	"CO2"	4	0.5
28	0.949502082297474	10	15	"CO2"	4	0.5
29	0.954381598931362	10	15	"CO2"	4	0.5
30	0.93651136110683	9	15	"CO2"	4	0.5
1	0.951406965304174	9	16	"CO2"	4	0.5
2	0.950658710666886	10	16	"CO2"	4	0.5
3	0.972924707594775	12	16	"CO2"	4	0.5
4	0.932597224936486	9	16	"CO2"	4	0.5
5	0.95162202724544	9	16	"CO2"	4	0.5
6	0.956961159484591	9	16	"CO2"	4	0.5
7	0.95177289143082	10	16	"CO2"	4	0.5
8	0.959063086408721	9	16	"CO2"	4	0.5
9	0.943634738593324	12	16	"CO2"	4	0.5
10	0.963701209870841	9	16	"CO2"	4	0.5
11	0.948464797572968	9	16	"CO2"	4	0.5
12	0.959550205161487	10	16	"CO2"	4	0.5
13	0.960090988467153	10	16	"CO2"	4	0.5
14	0.954206979958535	10	16	"CO2"	4	0.5
15	0.95126911490873	10	16	"CO2"	4	0.5
16	0.954561146563448	9	16	"CO2"	4	0.5
17	0.962646792281841	11	16	"CO2"	4	0.5
18	0.961026904130352	10	16	"CO2"	4	0.5
19	0.950426937712321	11	16	"CO2"	4	0.5
20	0.95514443067897	8	16	"CO2"	4	0.5
21	0.941691131764093	11	16	"CO2"	4	0.5
22	0.947588580935188	9	16	"CO2"	4	0.5
23	0.937092322257725	9	16	"CO2"	4	0.5
24	0.94867663981588	10	16	"CO2"	4	0.5
25	0.952677999597431	9	16	"CO2"	4	0.5
26	0.930743640870131	9	16	"CO2"	4	0.5
27	0.952743826390621	11	16	"CO2"	4	0.5
28	0.941092613921412	13	16	"CO2"	4	0.5
29	0.945379902913307	11	16	"CO2"	4	0.5
30	0.961852648035959	9	16	"CO2"	4	0.5
1	0.94126681428972	9	17	"CO2"	4	0.5
2	0.954817219291766	11	17	"CO2"	4	0.5
3	0.946444289899479	11	17	"CO2"	4	0.5
4	0.955201627127613	10	17	"CO2"	4	0.5
5	0.945802164722855	11	17	"CO2"	4	0.5
6	0.944501811594203	9	17	"CO2"	4	0.5
7	0.951733530941452	9	17	"CO2"	4	0.5
8	0.958034790330608	10	17	"CO2"	4	0.5
9	0.946212121212121	10	17	"CO2"	4	0.5
10	0.94142316017316	9	17	"CO2"	4	0.5
11	0.952450286521083	10	17	"CO2"	4	0.5
12	0.956552096226475	9	17	"CO2"	4	0.5
13	0.959965827134388	11	17	"CO2"	4	0.5
14	0.941587393899112	11	17	"CO2"	4	0.5
15	0.95852119740246	10	17	"CO2"	4	0.5
16	0.957478484922739	10	17	"CO2"	4	0.5
17	0.959843515984093	10	17	"CO2"	4	0.5
18	0.9448986514437	9	17	"CO2"	4	0.5
19	0.948120639600896	8	17	"CO2"	4	0.5
20	0.938578797457994	9	17	"CO2"	4	0.5
21	0.959614785532436	11	17	"CO2"	4	0.5
22	0.966389718480471	9	17	"CO2"	4	0.5
23	0.950572217837411	8	17	"CO2"	4	0.5
24	0.956497404825021	10	17	"CO2"	4	0.5
25	0.941305268847837	10	17	"CO2"	4	0.5
26	0.952032480793543	10	17	"CO2"	4	0.5
27	0.957327157845327	9	17	"CO2"	4	0.5
28	0.957135844028333	13	17	"CO2"	4	0.5
29	0.95569271425846	10	17	"CO2"	4	0.5
30	0.954723208295829	10	17	"CO2"	4	0.5
1	0.954378455696294	9	18	"CO2"	4	0.5
2	0.94536437071137	10	18	"CO2"	4	0.5
3	0.951205933771238	9	18	"CO2"	4	0.5
4	0.946130303884303	9	18	"CO2"	4	0.5
5	0.964043309631545	10	18	"CO2"	4	0.5
6	0.941493607463718	9	18	"CO2"	4	0.5
7	0.950346678986808	11	18	"CO2"	4	0.5
8	0.96288669750244	11	18	"CO2"	4	0.5
9	0.951464549927436	10	18	"CO2"	4	0.5
10	0.95115629984051	9	18	"CO2"	4	0.5
11	0.963202975702976	10	18	"CO2"	4	0.5
12	0.950307737908428	9	18	"CO2"	4	0.5
13	0.94999231416883	9	18	"CO2"	4	0.5
14	0.949021996066331	9	18	"CO2"	4	0.5
15	0.935452119018589	11	18	"CO2"	4	0.5
16	0.953949383566889	9	18	"CO2"	4	0.5
17	0.931783173119807	9	18	"CO2"	4	0.5
18	0.956022869674185	10	18	"CO2"	4	0.5
19	0.951470037040303	9	18	"CO2"	4	0.5
20	0.956321462384386	10	18	"CO2"	4	0.5
21	0.969154848159221	11	18	"CO2"	4	0.5
22	0.95151742147591	9	18	"CO2"	4	0.5
23	0.947073742725615	9	18	"CO2"	4	0.5
24	0.955673391347855	11	18	"CO2"	4	0.5
25	0.946529885093679	9	18	"CO2"	4	0.5
26	0.95916847826087	11	18	"CO2"	4	0.5
27	0.958978545991488	9	18	"CO2"	4	0.5
28	0.942832292453533	10	18	"CO2"	4	0.5
29	0.951591457042042	10	18	"CO2"	4	0.5
30	0.956181711585268	9	18	"CO2"	4	0.5
1	0.951839861802082	11	19	"CO2"	4	0.5
2	0.951820903999482	9	19	"CO2"	4	0.5
3	0.957155797101449	10	19	"CO2"	4	0.5
4	0.950485534087496	10	19	"CO2"	4	0.5
5	0.951093721739316	9	19	"CO2"	4	0.5
6	0.96763335288257	9	19	"CO2"	4	0.5
7	0.958920355998471	9	19	"CO2"	4	0.5
8	0.941335390731248	10	19	"CO2"	4	0.5
9	0.93992562211563	11	19	"CO2"	4	0.5
10	0.943745859050807	13	19	"CO2"	4	0.5
11	0.949547639868203	11	19	"CO2"	4	0.5
12	0.957316862474084	14	19	"CO2"	4	0.5
13	0.952366712235133	9	19	"CO2"	4	0.5
14	0.938261819394056	10	19	"CO2"	4	0.5
15	0.954371425802074	10	19	"CO2"	4	0.5
16	0.956435333970294	9	19	"CO2"	4	0.5
17	0.94690589494867	11	19	"CO2"	4	0.5
18	0.949736552445912	10	19	"CO2"	4	0.5
19	0.944745252464723	10	19	"CO2"	4	0.5
20	0.963457505546719	10	19	"CO2"	4	0.5
21	0.96385070575647	11	19	"CO2"	4	0.5
22	0.960725402720086	9	19	"CO2"	4	0.5
23	0.94897981455142	8	19	"CO2"	4	0.5
24	0.938946282090839	10	19	"CO2"	4	0.5
25	0.941775461935921	10	19	"CO2"	4	0.5
26	0.944420965086478	9	19	"CO2"	4	0.5
27	0.972661598478211	10	19	"CO2"	4	0.5
28	0.938882405696565	11	19	"CO2"	4	0.5
29	0.956603442219881	10	19	"CO2"	4	0.5
30	0.941959167475086	11	19	"CO2"	4	0.5
1	0.943977204346749	10	20	"CO2"	4	0.5
2	0.942339782964783	12	20	"CO2"	4	0.5
3	0.957240576996307	9	20	"CO2"	4	0.5
4	0.958909100087501	10	20	"CO2"	4	0.5
5	0.94918115942029	9	20	"CO2"	4	0.5
6	0.943957097282294	9	20	"CO2"	4	0.5
7	0.960532323189088	10	20	"CO2"	4	0.5
8	0.938675360329444	10	20	"CO2"	4	0.5
9	0.953475714970722	9	20	"CO2"	4	0.5
10	0.954097782456593	11	20	"CO2"	4	0.5
11	0.944459639525913	10	20	"CO2"	4	0.5
12	0.962260941802466	9	20	"CO2"	4	0.5
13	0.951424599193988	11	20	"CO2"	4	0.5
14	0.951223476042763	9	20	"CO2"	4	0.5
15	0.941339040297337	10	20	"CO2"	4	0.5
16	0.942806116320315	11	20	"CO2"	4	0.5
17	0.943531394858829	9	20	"CO2"	4	0.5
18	0.951533503153568	10	20	"CO2"	4	0.5
19	0.945148532895936	10	20	"CO2"	4	0.5
20	0.95113208799578	9	20	"CO2"	4	0.5
21	0.940135446634383	10	20	"CO2"	4	0.5
22	0.955957899008886	9	20	"CO2"	4	0.5
23	0.960994667652183	10	20	"CO2"	4	0.5
24	0.956297312811682	9	20	"CO2"	4	0.5
25	0.948228066559298	10	20	"CO2"	4	0.5
26	0.94614806496199	10	20	"CO2"	4	0.5
27	0.952764378820237	9	20	"CO2"	4	0.5
28	0.96027294053184	10	20	"CO2"	4	0.5
29	0.959579459255835	10	20	"CO2"	4	0.5
30	0.968405243224294	11	20	"CO2"	4	0.5
1	0.941468222483171	9	21	"CO2"	4	0.5
2	0.956552345750609	10	21	"CO2"	4	0.5
3	0.954248236791212	9	21	"CO2"	4	0.5
4	0.954266993394417	9	21	"CO2"	4	0.5
5	0.942307957630129	10	21	"CO2"	4	0.5
6	0.946027136898791	11	21	"CO2"	4	0.5
7	0.956468559584011	10	21	"CO2"	4	0.5
8	0.96096700747944	10	21	"CO2"	4	0.5
9	0.954443993506494	10	21	"CO2"	4	0.5
10	0.959160284262464	12	21	"CO2"	4	0.5
11	0.947758385766668	10	21	"CO2"	4	0.5
12	0.953188952359825	9	21	"CO2"	4	0.5
13	0.956182932624101	11	21	"CO2"	4	0.5
14	0.94387425160339	10	21	"CO2"	4	0.5
15	0.939509111384111	12	21	"CO2"	4	0.5
16	0.94807525841438	12	21	"CO2"	4	0.5
17	0.957321717604494	10	21	"CO2"	4	0.5
18	0.954815167407876	10	21	"CO2"	4	0.5
19	0.941930860766091	12	21	"CO2"	4	0.5
20	0.94794840614957	9	21	"CO2"	4	0.5
21	0.939500893195474	10	21	"CO2"	4	0.5
22	0.953476070528967	9	21	"CO2"	4	0.5
23	0.96759941089838	9	21	"CO2"	4	0.5
24	0.947241141619209	11	21	"CO2"	4	0.5
25	0.95138776029338	12	21	"CO2"	4	0.5
26	0.952093342484557	9	21	"CO2"	4	0.5
27	0.9501126781041	10	21	"CO2"	4	0.5
28	0.940140545371365	10	21	"CO2"	4	0.5
29	0.947686864535497	11	21	"CO2"	4	0.5
30	0.957436163179243	11	21	"CO2"	4	0.5
1	0.950422022002439	10	22	"CO2"	4	0.5
2	0.945154118223717	10	22	"CO2"	4	0.5
3	0.942390696331583	10	22	"CO2"	4	0.5
4	0.956252474650967	11	22	"CO2"	4	0.5
5	0.95049955161491	9	22	"CO2"	4	0.5
6	0.949264981920926	11	22	"CO2"	4	0.5
7	0.957666775011836	10	22	"CO2"	4	0.5
8	0.945112033597941	12	22	"CO2"	4	0.5
9	0.945451920821379	10	22	"CO2"	4	0.5
10	0.96296596575653	10	22	"CO2"	4	0.5
11	0.961936987430753	11	22	"CO2"	4	0.5
12	0.966753755475204	9	22	"CO2"	4	0.5
13	0.951019957286987	11	22	"CO2"	4	0.5
14	0.940390405257232	10	22	"CO2"	4	0.5
15	0.946855294332058	10	22	"CO2"	4	0.5
16	0.956543711631965	10	22	"CO2"	4	0.5
17	0.95063662120864	9	22	"CO2"	4	0.5
18	0.945495471014493	10	22	"CO2"	4	0.5
19	0.952392949197639	9	22	"CO2"	4	0.5
20	0.94603740013016	10	22	"CO2"	4	0.5
21	0.950057326500478	10	22	"CO2"	4	0.5
22	0.951710333616211	9	22	"CO2"	4	0.5
23	0.95120404457226	10	22	"CO2"	4	0.5
24	0.951361437456807	10	22	"CO2"	4	0.5
25	0.945693789753196	10	22	"CO2"	4	0.5
26	0.951237429802795	9	22	"CO2"	4	0.5
27	0.950638441926645	9	22	"CO2"	4	0.5
28	0.961285854548005	13	22	"CO2"	4	0.5
29	0.955932837541183	12	22	"CO2"	4	0.5
30	0.946262511665355	11	22	"CO2"	4	0.5
1	0.948714902993682	9	23	"CO2"	4	0.5
2	0.958941079026415	10	23	"CO2"	4	0.5
3	0.935417310720166	10	23	"CO2"	4	0.5
4	0.952787957061506	10	23	"CO2"	4	0.5
5	0.948059134036017	10	23	"CO2"	4	0.5
6	0.95389278255637	9	23	"CO2"	4	0.5
7	0.952479267449896	9	23	"CO2"	4	0.5
8	0.958168202265068	11	23	"CO2"	4	0.5
9	0.956130613198793	11	23	"CO2"	4	0.5
10	0.952761738945049	9	23	"CO2"	4	0.5
11	0.958763028069959	9	23	"CO2"	4	0.5
12	0.939879374484863	9	23	"CO2"	4	0.5
13	0.964312062617689	11	23	"CO2"	4	0.5
14	0.969652498687928	10	23	"CO2"	4	0.5
15	0.953718442979729	10	23	"CO2"	4	0.5
16	0.962621651175506	10	23	"CO2"	4	0.5
17	0.951294996666277	10	23	"CO2"	4	0.5
18	0.944552497649843	9	23	"CO2"	4	0.5
19	0.925326172482571	11	23	"CO2"	4	0.5
20	0.939080021640763	9	23	"CO2"	4	0.5
21	0.956117556863549	9	23	"CO2"	4	0.5
22	0.957669909683719	8	23	"CO2"	4	0.5
23	0.965039968241939	12	23	"CO2"	4	0.5
24	0.951466472930793	9	23	"CO2"	4	0.5
25	0.956222256518799	10	23	"CO2"	4	0.5
26	0.950900163666121	11	23	"CO2"	4	0.5
